DATE	SERIES	OPEN	HIGH	LOW	PREV. CLOSE	LTP	CLOSE	VWAP	52W H	52W L	VOLUME	VALUE	NO. OF  TRADES
05-Jan-26	EQ	"2,040.00"	"2,045.90"	"2,030.00"	"2,038.40"	"2,040.00"	"2,039.20"	"2,038.27"	"2,195.00"	"1,617.00"	656058	"1,33,72,24,713.60"	37653
02-Jan-26	EQ	"2,030.10"	"2,050.00"	"2,026.60"	"2,037.00"	"2,039.50"	"2,038.40"	"2,039.94"	"2,195.00"	"1,560.00"	893818	"1,82,33,32,595.30"	44371
01-Jan-26	EQ	"2,045.00"	"2,048.80"	"2,027.80"	"2,039.90"	"2,037.50"	"2,037.00"	"2,035.42"	"2,195.00"	"1,560.00"	270917	"55,14,30,672.40"	19191
31-Dec-25	EQ	"2,030.20"	"2,046.30"	"2,010.40"	"2,026.40"	"2,038.00"	"2,039.90"	"2,028.89"	"2,195.00"	"1,560.00"	1377422	"2,79,46,34,357.30"	74887
30-Dec-25	EQ	"2,012.00"	"2,047.80"	"1,980.40"	"2,012.10"	"2,040.20"	"2,026.40"	"2,012.70"	"2,195.00"	"1,560.00"	5450560	"10,97,03,34,280.50"	121939
29-Dec-25	EQ	"2,020.00"	"2,026.40"	"1,997.20"	"2,017.60"	"2,012.00"	"2,012.10"	"2,007.59"	"2,195.00"	"1,560.00"	1415166	"2,84,10,79,902.50"	61580
26-Dec-25	EQ	"2,035.70"	"2,035.70"	"2,005.40"	"2,035.70"	"2,020.00"	"2,017.60"	"2,017.64"	"2,195.00"	"1,551.65"	1755050	"3,54,10,50,513.80"	61888
24-Dec-25	EQ	"2,048.50"	"2,064.50"	"2,024.30"	"2,047.60"	"2,036.60"	"2,035.70"	"2,043.63"	"2,195.00"	"1,551.65"	1344198	"2,74,70,46,278.90"	58944
23-Dec-25	EQ	"2,049.00"	"2,057.50"	"2,042.00"	"2,049.80"	"2,042.00"	"2,047.60"	"2,048.42"	"2,195.00"	"1,551.65"	677615	"1,38,80,40,456.90"	31361
22-Dec-25	EQ	"2,044.10"	"2,053.90"	"2,037.20"	"2,043.80"	"2,051.00"	"2,049.80"	"2,047.63"	"2,195.00"	"1,551.65"	1038998	"2,12,74,85,561.70"	52932
19-Dec-25	EQ	"2,019.00"	"2,055.00"	"2,017.90"	"2,026.30"	"2,044.10"	"2,043.80"	"2,043.06"	"2,195.00"	"1,551.65"	1104767	"2,25,71,09,809.70"	63066
18-Dec-25	EQ	"2,020.00"	"2,038.00"	"2,012.60"	"2,021.20"	"2,026.00"	"2,026.30"	"2,024.94"	"2,195.00"	"1,551.65"	438810	"88,85,64,832.50"	37808
17-Dec-25	EQ	"2,035.20"	"2,044.00"	"2,011.60"	"2,035.20"	"2,020.50"	"2,021.20"	"2,024.19"	"2,195.00"	"1,551.65"	398342	"80,63,18,214.40"	36475
16-Dec-25	EQ	"2,066.10"	"2,067.80"	"2,029.00"	"2,070.50"	"2,034.90"	"2,035.20"	"2,044.35"	"2,195.00"	"1,551.65"	506106	"1,03,46,60,231.80"	44193
15-Dec-25	EQ	"2,079.90"	"2,080.80"	"2,061.00"	"2,083.10"	"2,067.10"	"2,070.50"	"2,070.20"	"2,195.00"	"1,551.65"	483403	"1,00,07,40,501.00"	42135
12-Dec-25	EQ	"2,075.80"	"2,093.00"	"2,069.20"	"2,065.80"	"2,084.30"	"2,083.10"	"2,080.61"	"2,195.00"	"1,551.65"	554885	"1,15,44,98,608.50"	43527
11-Dec-25	EQ	"2,080.00"	"2,082.70"	"2,050.00"	"2,065.80"	"2,065.10"	"2,065.80"	"2,063.80"	"2,195.00"	"1,551.65"	624077	"1,28,79,72,331.40"	31844
10-Dec-25	EQ	"2,070.00"	"2,098.20"	"2,060.00"	"2,069.50"	"2,060.00"	"2,065.80"	"2,078.13"	"2,195.00"	"1,551.65"	937777	"1,94,88,19,021.60"	66899
09-Dec-25	EQ	"2,050.00"	"2,081.80"	"2,039.00"	"2,059.20"	"2,065.50"	"2,069.50"	"2,066.73"	"2,195.00"	"1,551.65"	1176704	"2,43,19,32,068.90"	127263
08-Dec-25	EQ	"2,100.00"	"2,104.90"	"2,038.50"	"2,096.50"	"2,057.10"	"2,059.20"	"2,065.78"	"2,195.00"	"1,551.65"	904146	"1,86,77,66,666.90"	55755
05-Dec-25	EQ	"2,050.00"	"2,110.00"	"2,045.80"	"2,049.20"	"2,092.90"	"2,096.50"	"2,087.43"	"2,195.00"	"1,551.65"	1742156	"3,63,66,24,438.60"	52459
04-Dec-25	EQ	"2,046.00"	"2,061.90"	"2,034.00"	"2,046.00"	"2,048.50"	"2,049.20"	"2,048.78"	"2,195.00"	"1,551.65"	758590	"1,55,41,82,205.60"	49980
03-Dec-25	EQ	"2,065.90"	"2,072.40"	"2,035.00"	"2,065.90"	"2,040.00"	"2,046.00"	"2,044.64"	"2,195.00"	"1,551.65"	785536	"1,60,61,41,800.50"	53997
02-Dec-25	EQ	"2,070.10"	"2,081.50"	"2,059.50"	"2,081.80"	"2,065.60"	"2,065.90"	"2,068.37"	"2,195.00"	"1,551.65"	682583	"1,41,18,34,938.40"	55341
01-Dec-25	EQ	"2,102.50"	"2,105.90"	"2,075.00"	"2,094.00"	"2,082.00"	"2,081.80"	"2,086.28"	"2,195.00"	"1,551.65"	533604	"1,11,32,46,730.30"	45581
28-Nov-25	EQ	"2,110.00"	"2,113.00"	"2,086.50"	"2,103.20"	"2,094.10"	"2,094.00"	"2,096.53"	"2,195.00"	"1,551.65"	590610	"1,23,82,28,966.70"	36338
27-Nov-25	EQ	"2,085.10"	"2,118.00"	"2,075.60"	"2,085.10"	"2,105.00"	"2,103.20"	"2,106.08"	"2,195.00"	"1,551.65"	1125896	"2,37,12,28,480.30"	54136
26-Nov-25	EQ	"2,035.00"	"2,088.50"	"2,030.90"	"2,030.20"	"2,082.00"	"2,085.10"	"2,074.43"	"2,195.00"	"1,551.65"	928388	"1,92,58,76,111.00"	40766
25-Nov-25	EQ	"2,039.00"	"2,051.50"	"2,026.40"	"2,030.80"	"2,032.10"	"2,030.20"	"2,037.21"	"2,195.00"	"1,551.65"	688300	"1,40,22,13,134.90"	48755
24-Nov-25	EQ	"2,064.00"	"2,064.00"	"2,025.80"	"2,052.40"	"2,041.00"	"2,030.80"	"2,038.27"	"2,195.00"	"1,551.65"	1422874	"2,90,02,02,268.90"	47071
21-Nov-25	EQ	"2,100.00"	"2,100.00"	"2,045.10"	"2,095.60"	"2,056.90"	"2,052.40"	"2,065.89"	"2,195.00"	"1,551.65"	1019782	"2,10,67,57,313.60"	44850
20-Nov-25	EQ	"2,064.70"	"2,105.00"	"2,042.90"	"2,050.20"	"2,097.20"	"2,095.60"	"2,086.46"	"2,195.00"	"1,551.65"	1576354	"3,28,89,95,123.90"	64693
19-Nov-25	EQ	"2,059.40"	"2,059.40"	"2,035.00"	"2,050.20"	"2,045.00"	"2,050.20"	"2,044.16"	"2,195.00"	"1,551.65"	704802	"1,44,07,25,010.00"	48560
18-Nov-25	EQ	"2,073.00"	"2,075.50"	"2,047.00"	"2,079.60"	"2,053.30"	"2,050.20"	"2,055.47"	"2,195.00"	"1,551.65"	734236	"1,50,91,99,967.70"	37520
17-Nov-25	EQ	"2,065.80"	"2,081.10"	"2,055.00"	"2,065.80"	"2,080.00"	"2,079.60"	"2,071.70"	"2,195.00"	"1,551.65"	817576	"1,69,37,73,032.80"	38525
14-Nov-25	EQ	"2,050.00"	"2,072.00"	"2,044.20"	"2,056.20"	"2,064.90"	"2,065.80"	"2,055.08"	"2,195.00"	"1,551.65"	1433249	"2,94,54,45,848.20"	56977
13-Nov-25	EQ	"2,045.00"	"2,072.40"	"2,032.30"	"2,035.50"	"2,057.00"	"2,056.20"	"2,057.48"	"2,195.00"	"1,551.65"	1839900	"3,78,55,54,769.50"	91044
12-Nov-25	EQ	"2,009.50"	"2,039.00"	"1,995.00"	"1,989.40"	"2,039.00"	"2,035.50"	"2,018.67"	"2,195.00"	"1,551.65"	2396251	"4,83,72,34,391.90"	111268
11-Nov-25	EQ	"2,085.00"	"2,099.00"	"1,952.40"	"2,118.30"	"1,992.90"	"1,989.40"	"1,985.60"	"2,195.00"	"1,551.65"	4943745	"9,81,62,91,044.80"	236777
10-Nov-25	EQ	"2,114.70"	"2,126.80"	"2,096.30"	"2,102.10"	"2,120.10"	"2,118.30"	"2,114.34"	"2,195.00"	"1,551.65"	985115	"2,08,28,68,438.90"	50721
07-Nov-25	EQ	"2,060.00"	"2,112.00"	"2,042.80"	"2,063.20"	"2,110.00"	"2,102.10"	"2,082.16"	"2,195.00"	"1,551.65"	839091	"1,74,71,19,396.10"	53813
06-Nov-25	EQ	"2,079.00"	"2,080.40"	"2,057.20"	"2,073.20"	"2,065.90"	"2,063.20"	"2,064.79"	"2,195.00"	"1,551.65"	1175380	"2,42,69,16,625.10"	65579
04-Nov-25	EQ	"2,087.00"	"2,098.80"	"2,061.50"	"2,081.60"	"2,074.00"	"2,073.20"	"2,076.61"	"2,195.00"	"1,551.65"	610128	"1,26,69,97,500.20"	43502
03-Nov-25	EQ	"2,086.00"	"2,100.00"	"2,070.00"	"2,088.30"	"2,080.70"	"2,081.60"	"2,086.24"	"2,195.00"	"1,551.65"	546962	"1,14,10,95,675.60"	35497
31-Oct-25	EQ	"2,115.00"	"2,128.90"	"2,085.40"	"2,114.60"	"2,090.00"	"2,088.30"	"2,099.35"	"2,195.00"	"1,551.65"	586237	"1,23,07,17,113.00"	44729
30-Oct-25	EQ	"2,140.00"	"2,146.00"	"2,101.30"	"2,137.00"	"2,118.00"	"2,114.60"	"2,116.38"	"2,195.00"	"1,551.65"	488305	"1,03,34,36,796.60"	37419
29-Oct-25	EQ	"2,150.00"	"2,150.00"	"2,124.20"	"2,140.20"	"2,140.00"	"2,137.00"	"2,132.56"	"2,195.00"	"1,551.65"	343434	"73,23,94,948.00"	25088
28-Oct-25	EQ	"2,172.00"	"2,188.70"	"2,123.10"	"2,170.20"	"2,138.10"	"2,140.20"	"2,141.73"	"2,195.00"	"1,551.65"	1200996	"2,57,22,13,016.60"	71593
27-Oct-25	EQ	"2,159.50"	"2,178.50"	"2,149.90"	"2,159.50"	"2,166.70"	"2,170.20"	"2,167.54"	"2,195.00"	"1,551.65"	433573	"93,97,88,983.10"	38125
24-Oct-25	EQ	"2,176.60"	"2,184.00"	"2,144.60"	"2,176.60"	"2,159.00"	"2,159.50"	"2,160.77"	"2,195.00"	"1,551.65"	517200	"1,11,75,51,419.30"	35878
23-Oct-25	EQ	"2,170.00"	"2,195.00"	"2,159.10"	"2,169.10"	"2,176.00"	"2,176.60"	"2,178.89"	"2,195.00"	"1,551.65"	1291839	"2,81,47,75,235.20"	97134
21-Oct-25	EQ	"2,150.00"	"2,184.00"	"2,134.00"	"2,139.80"	"2,165.00"	"2,169.10"	"2,158.11"	"2,184.00"	"1,551.65"	367784	"79,37,16,787.30"	14997
20-Oct-25	EQ	"2,088.00"	"2,149.50"	"2,088.00"	"2,083.70"	"2,141.80"	"2,139.80"	"2,132.17"	"2,149.50"	"1,551.65"	1844869	"3,93,35,74,034.50"	102477
17-Oct-25	EQ	"2,090.00"	"2,104.00"	"2,077.00"	"2,090.20"	"2,081.10"	"2,083.70"	"2,088.57"	"2,135.00"	"1,551.65"	609393	"1,27,27,57,980.00"	53193
16-Oct-25	EQ	"2,078.50"	"2,100.00"	"2,078.00"	"2,084.10"	"2,087.90"	"2,090.20"	"2,089.06"	"2,135.00"	"1,551.65"	1424932	"2,97,67,75,132.70"	73176
15-Oct-25	EQ	"2,024.50"	"2,088.80"	"2,020.10"	"2,019.40"	"2,082.90"	"2,084.10"	"2,070.26"	"2,135.00"	"1,551.65"	1497249	"3,09,97,01,062.20"	121092
14-Oct-25	EQ	"2,024.90"	"2,036.80"	"2,006.60"	"2,020.40"	"2,019.90"	"2,019.40"	"2,018.99"	"2,135.00"	"1,551.65"	668246	"1,34,91,78,803.70"	52819
13-Oct-25	EQ	"2,004.10"	"2,025.00"	"1,996.60"	"2,004.30"	"2,023.90"	"2,020.40"	"2,014.51"	"2,135.00"	"1,551.65"	1013809	"2,04,23,33,188.90"	45393
